"Classification","Name","Translated","Forms","Target population","Target population Description","From Age","To Age","Age range","Age Unit","Age displayed","Male","Female","Sex","SSI","SSI Unit","Additional information related to SSI results","Scientific Opinion SSI LINK","AIs","AIs Unit","ARs alt","ARs alt Unit","ARs","ARs Unit","PRIs","PRIs Unit","RI","RI Unit","YEAR","AUTHOR","Scientific Opinion on DRV","DOI","Scientific Opinion AR/PRI or AI or RI LINK","Additional information related to AR/PRI or AI or RI results","Additional information 2","Criteria used to set DRVs","UL","UL Unit","Scientific Opinion on the Tolerable Upper Intake Level ","Scientific Opinion UL LINK","Additional information related to UL results","Note for the webtool developer"
"Vitamins","Cobalamin (vitamin B12)","Kobalamin (vitamin B12)",,"Děti a adolescenti","Děti a adolescenti","4","6","4–6","y","4-6 roků","1","1","Chlapci/Dívky",,,,,"1,5","μg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for cobalamin (vitamin B12)",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4150","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Cobalamin (vitamin B12)","Kobalamin (vitamin B12)",,"Děti a adolescenti","Děti a adolescenti","7","10","7–10","y","7-10 roků","1","1","Chlapci/Dívky",,,,,"2,5","μg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for cobalamin (vitamin B12)",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4150","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Cobalamin (vitamin B12)","Kobalamin (vitamin B12)",,"Děti a adolescenti","Děti a adolescenti","11","14","11–14","y","11-14 roků","1","1","Chlapci/Dívky",,,,,"3,5","μg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for cobalamin (vitamin B12)",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4150","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Cobalamin (vitamin B12)","Kobalamin (vitamin B12)",,"Děti a adolescenti","Děti a adolescenti","15","17","15–17","y","15-17 roků","1","1","Chlapci/Dívky",,,,,"4","μg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for cobalamin (vitamin B12)",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4150","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Cobalamin (vitamin B12)","Kobalamin (vitamin B12)",,"Dospělí","Dospělí","18","999","18–99","y","≥ 18 roků","1","1","Muži/Ženy",,,,,"4","μg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for cobalamin (vitamin B12)",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4150","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Cobalamin (vitamin B12)","Kobalamin (vitamin B12)",,"Těhotné ženy","Těhotné ženy","18","60","18-60","y","≥ 18 roků","0","1","Ženy",,,,,"4,5","μg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for cobalamin (vitamin B12)",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4150","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Cobalamin (vitamin B12)","Kobalamin (vitamin B12)",,"Kojící ženy","Kojící ženy","18","60","18-60","y","≥ 18 roků","0","1","Ženy",,,,,"5","μg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for cobalamin (vitamin B12)",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4150","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Folate","Folát",,"Kojenci","Kojenci","7","11","7–11","mo","7-11 měsíců","1","1","Chlapci/Dívky",,,,,"80","μg DFE/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for folate",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3893","Hodnoty se týkají folátu ze stravy a kyseliny listové. 
DFE: ekvivalent folátu ve stravě. Přírodní foláty obsažené ve stravě mají nižší biologickou dostupnost než kyselina listová. DFE byly představeny za účelem zohlednění těchto rozdílů. Při kombinovaném příjmu folátu e stravy a kyseliny listové lze DFE vypočítat následovně: μg DFE = + μg folát z potravin + (1,7 x μg kyseliny listové).
UL platí pro kyselinu listovou (syntetickou).",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Vitamins","Folate","Folát",,"Děti a adolescenti","Děti a adolescenti","1","3","1–3","y","1-3 roky","1","1","Chlapci/Dívky",,,,,"NA",,,,"90","µg DFE/den","120","μg DFE/den","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for folate",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3893","Hodnoty se týkají folátu ze stravy a kyseliny listové. 
DFE: ekvivalent folátu ve stravě. Přírodní foláty obsažené ve stravě mají nižší biologickou dostupnost než kyselina listová. DFE byly představeny za účelem zohlednění těchto rozdílů. Při kombinovaném příjmu folátu e stravy a kyseliny listové lze DFE vypočítat následovně: μg DFE = + μg folát z potravin + (1,7 x μg kyseliny listové).
UL platí pro kyselinu listovou (syntetickou).",,,"200","μg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","UL platí pro kyselinu listovou (syntetickou)",
"Vitamins","Folate","Folát",,"Děti a adolescenti","Děti a adolescenti","4","6","4–6","y","4-6 roků","1","1","Chlapci/Dívky",,,,,"NA",,,,"110","µg DFE/den","140","μg DFE/den","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for folate",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3893","Hodnoty se týkají folátu ze stravy a kyseliny listové. 
DFE: ekvivalent folátu ve stravě. Přírodní foláty obsažené ve stravě mají nižší biologickou dostupnost než kyselina listová. DFE byly představeny za účelem zohlednění těchto rozdílů. Při kombinovaném příjmu folátu e stravy a kyseliny listové lze DFE vypočítat následovně: μg DFE = + μg folát z potravin + (1,7 x μg kyseliny listové).
UL platí pro kyselinu listovou (syntetickou).",,,"300","μg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","UL platí pro kyselinu listovou (syntetickou)",
"Vitamins","Folate","Folát",,"Děti a adolescenti","Děti a adolescenti","7","10","7–10","y","7-10 roků","1","1","Chlapci/Dívky",,,,,"NA",,,,"160","µg DFE/den","200","μg DFE/den","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for folate",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3893","Hodnoty se týkají folátu ze stravy a kyseliny listové. 
DFE: ekvivalent folátu ve stravě. Přírodní foláty obsažené ve stravě mají nižší biologickou dostupnost než kyselina listová. DFE byly představeny za účelem zohlednění těchto rozdílů. Při kombinovaném příjmu folátu e stravy a kyseliny listové lze DFE vypočítat následovně: μg DFE = + μg folát z potravin + (1,7 x μg kyseliny listové).
UL platí pro kyselinu listovou (syntetickou).",,,"400","μg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","UL platí pro kyselinu listovou (syntetickou)",
"Vitamins","Folate","Folát",,"Děti a adolescenti","Děti a adolescenti","11","14","11–14","y","11-14 roků","1","1","Chlapci/Dívky",,,,,"NA",,,,"210","µg DFE/den","270","μg DFE/den","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for folate",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3893","Hodnoty se týkají folátu ze stravy a kyseliny listové. 
DFE: ekvivalent folátu ve stravě. Přírodní foláty obsažené ve stravě mají nižší biologickou dostupnost než kyselina listová. DFE byly představeny za účelem zohlednění těchto rozdílů. Při kombinovaném příjmu folátu e stravy a kyseliny listové lze DFE vypočítat následovně: μg DFE = + μg folát z potravin + (1,7 x μg kyseliny listové).
UL platí pro kyselinu listovou (syntetickou).",,,"600","μg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","UL platí pro kyselinu listovou (syntetickou)",
"Vitamins","Folate","Folát",,"Děti a adolescenti","Děti a adolescenti","15","17","15–17","y","15-17 roků","1","1","Chlapci/Dívky",,,,,"NA",,,,"250","µg DFE/den","330","μg DFE/den","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for folate",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3893","Hodnoty se týkají folátu ze stravy a kyseliny listové. 
DFE: ekvivalent folátu ve stravě. Přírodní foláty obsažené ve stravě mají nižší biologickou dostupnost než kyselina listová. DFE byly představeny za účelem zohlednění těchto rozdílů. Při kombinovaném příjmu folátu e stravy a kyseliny listové lze DFE vypočítat následovně: μg DFE = + μg folát z potravin + (1,7 x μg kyseliny listové).
UL platí pro kyselinu listovou (syntetickou).",,,"800","μg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","UL platí pro kyselinu listovou (syntetickou)",
"Vitamins","Folate","Folát",,"Dospělí","Dospělí","18","999","18–99","y","≥ 18 roků","1","1","Muži/Ženy",,,,,"NA",,,,"250","µg DFE/den","330","μg DFE/den","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for folate",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3893","Hodnoty se týkají folátu ze stravy a kyseliny listové. 
DFE: ekvivalent folátu ve stravě. Přírodní foláty obsažené ve stravě mají nižší biologickou dostupnost než kyselina listová. DFE byly představeny za účelem zohlednění těchto rozdílů. Při kombinovaném příjmu folátu e stravy a kyseliny listové lze DFE vypočítat následovně: μg DFE = + μg folát z potravin + (1,7 x μg kyseliny listové).
UL platí pro kyselinu listovou (syntetickou).",,,"1000","μg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","UL platí pro kyselinu listovou (syntetickou)",
"Vitamins","Folate","Folát",,"Těhotné ženy","Těhotné ženy","18","60","18-60","y","≥ 18 roků","0","1","Ženy",,,,,"600","μg DFE/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for folate",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3893","Hodnoty se týkají folátu ze stravy a kyseliny listové. 
DFE: ekvivalent folátu ve stravě. Přírodní foláty obsažené ve stravě mají nižší biologickou dostupnost než kyselina listová. DFE byly představeny za účelem zohlednění těchto rozdílů. Při kombinovaném příjmu folátu e stravy a kyseliny listové lze DFE vypočítat následovně: μg DFE = + μg folát z potravin + (1,7 x μg kyseliny listové).
UL platí pro kyselinu listovou (syntetickou).",,,"1000","μg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","UL platí pro kyselinu listovou (syntetickou)",
"Vitamins","Folate","Folát",,"Kojící ženy","Kojící ženy","18","60","18-60","y","≥ 18 roků","0","1","Ženy",,,,,"NA",,,,"380","µg DFE/den","500","μg DFE/den","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for folate",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3893","Hodnoty se týkají folátu ze stravy a kyseliny listové. 
DFE: ekvivalent folátu ve stravě. Přírodní foláty obsažené ve stravě mají nižší biologickou dostupnost než kyselina listová. DFE byly představeny za účelem zohlednění těchto rozdílů. Při kombinovaném příjmu folátu e stravy a kyseliny listové lze DFE vypočítat následovně: μg DFE = + μg folát z potravin + (1,7 x μg kyseliny listové).
UL platí pro kyselinu listovou (syntetickou).",,,"1000","μg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","UL platí pro kyselinu listovou (syntetickou)",
"Vitamins","Niacin","Niacin",,"Kojenci","Kojenci","7","11","7–11","mo","7-11 měsíců","1","1","Chlapci/Dívky",,,,,"NA",,,,"1,3","mg NE/MJ","1,6","mg NE/MJ","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for niacin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3759","Hodnoty se vztahují k niacinu ve formě nikotinamidu a kyseliny nikotinové. Niacin může být syntetizován v lidském těle z nezbytné aminokyseliny tryptofanu.

NE: ekvivalent niacinu (1 NE = 1 mg niacin = 60 mg tryptofanu ze stravy)

Potřeba niacinu se vztahuje k energetické potřebě a je tedy vyjádřen v mg NE/MJ. Hodnoty vyjádřené v mg NE/den mohou být vypočteny na základě energetického potřeby uvažované skupiny 
(Vědecký panel pro dietetické výrobky, výživu a alergie při Evropském úřadu pro bezpečnost potravin = panel NDA EFSA, 2013).",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Vitamins","Niacin","Niacin",,"Děti a adolescenti","Děti a adolescenti","1","3","1–3","y","1-3 roky","1","1","Chlapci/Dívky",,,,,"NA",,,,"1,3","mg NE/MJ","1,6","mg NE/MJ","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for niacin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3759","Hodnoty se vztahují k niacinu ve formě nikotinamidu a kyseliny nikotinové. Niacin může být syntetizován v lidském těle z nezbytné aminokyseliny tryptofanu.

NE: ekvivalent niacinu (1 NE = 1 mg niacin = 60 mg tryptofanu ze stravy)

Potřeba niacinu se vztahuje k energetické potřebě a je tedy vyjádřen v mg NE/MJ. Hodnoty vyjádřené v mg NE/den mohou být vypočteny na základě energetického potřeby uvažované skupiny 
(Vědecký panel pro dietetické výrobky, výživu a alergie při Evropském úřadu pro bezpečnost potravin = panel NDA EFSA, 2013).",,,"150","mg/den nikotinamidu","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","There are two UL values for niacin : one UL for nicotinamide and one UL for nicotinic acid; they are presented on separate lines in this database but should be displayed together by the webtool"
"Vitamins","Niacin","Niacin",,"Děti a adolescenti","Děti a adolescenti","1","3","1–3","y","1-3 roky","1","1","Chlapci/Dívky",,,,,"NA",,,,"1,3","mg NE/MJ","1,6","mg NE/MJ","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for niacin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3759","Hodnoty se vztahují k niacinu ve formě nikotinamidu a kyseliny nikotinové. Niacin může být syntetizován v lidském těle z nezbytné aminokyseliny tryptofanu.

NE: ekvivalent niacinu (1 NE = 1 mg niacin = 60 mg tryptofanu ze stravy)

Potřeba niacinu se vztahuje k energetické potřebě a je tedy vyjádřen v mg NE/MJ. Hodnoty vyjádřené v mg NE/den mohou být vypočteny na základě energetického potřeby uvažované skupiny 
(Vědecký panel pro dietetické výrobky, výživu a alergie při Evropském úřadu pro bezpečnost potravin = panel NDA EFSA, 2013).",,,"2","mg/den kyseliny nikotinové","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","There are two UL values for niacin : one UL for nicotinamide and one UL for nicotinic acid; they are presented on separate lines in this database but should be displayed together by the webtool"
"Vitamins","Niacin","Niacin",,"Děti a adolescenti","Děti a adolescenti","4","6","4–6","y","4-6 roků","1","1","Chlapci/Dívky",,,,,"NA",,,,"1,3","mg NE/MJ","1,6","mg NE/MJ","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for niacin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3759","Hodnoty se vztahují k niacinu ve formě nikotinamidu a kyseliny nikotinové. Niacin může být syntetizován v lidském těle z nezbytné aminokyseliny tryptofanu.

NE: ekvivalent niacinu (1 NE = 1 mg niacin = 60 mg tryptofanu ze stravy)

Potřeba niacinu se vztahuje k energetické potřebě a je tedy vyjádřen v mg NE/MJ. Hodnoty vyjádřené v mg NE/den mohou být vypočteny na základě energetického potřeby uvažované skupiny 
(Vědecký panel pro dietetické výrobky, výživu a alergie při Evropském úřadu pro bezpečnost potravin = panel NDA EFSA, 2013).",,,"220","mg/den nikotinamidu","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","There are two UL values for niacin : one UL for nicotinamide and one UL for nicotinic acid; they are presented on separate lines in this database but should be displayed together by the webtool"
"Vitamins","Niacin","Niacin",,"Děti a adolescenti","Děti a adolescenti","4","6","4–6","y","4-6 roků","1","1","Chlapci/Dívky",,,,,"NA",,,,"1,3","mg NE/MJ","1,6","mg NE/MJ","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for niacin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3759","Hodnoty se vztahují k niacinu ve formě nikotinamidu a kyseliny nikotinové. Niacin může být syntetizován v lidském těle z nezbytné aminokyseliny tryptofanu.

NE: ekvivalent niacinu (1 NE = 1 mg niacin = 60 mg tryptofanu ze stravy)

Potřeba niacinu se vztahuje k energetické potřebě a je tedy vyjádřen v mg NE/MJ. Hodnoty vyjádřené v mg NE/den mohou být vypočteny na základě energetického potřeby uvažované skupiny 
(Vědecký panel pro dietetické výrobky, výživu a alergie při Evropském úřadu pro bezpečnost potravin = panel NDA EFSA, 2013).",,,"3","mg/den kyseliny nikotinové","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","There are two UL values for niacin : one UL for nicotinamide and one UL for nicotinic acid; they are presented on separate lines in this database but should be displayed together by the webtool"
"Vitamins","Niacin","Niacin",,"Děti a adolescenti","Děti a adolescenti","7","10","7–10","y","7-10 roků","1","1","Chlapci/Dívky",,,,,"NA",,,,"1,3","mg NE/MJ","1,6","mg NE/MJ","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for niacin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3759","Hodnoty se vztahují k niacinu ve formě nikotinamidu a kyseliny nikotinové. Niacin může být syntetizován v lidském těle z nezbytné aminokyseliny tryptofanu.

NE: ekvivalent niacinu (1 NE = 1 mg niacin = 60 mg tryptofanu ze stravy)

Potřeba niacinu se vztahuje k energetické potřebě a je tedy vyjádřen v mg NE/MJ. Hodnoty vyjádřené v mg NE/den mohou být vypočteny na základě energetického potřeby uvažované skupiny 
(Vědecký panel pro dietetické výrobky, výživu a alergie při Evropském úřadu pro bezpečnost potravin = panel NDA EFSA, 2013).",,,"350","mg/den nikotinamidu","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","There are two UL values for niacin : one UL for nicotinamide and one UL for nicotinic acid; they are presented on separate lines in this database but should be displayed together by the webtool"
"Vitamins","Niacin","Niacin",,"Děti a adolescenti","Děti a adolescenti","7","10","7–10","y","7-10 roků","1","1","Chlapci/Dívky",,,,,"NA",,,,"1,3","mg NE/MJ","1,6","mg NE/MJ","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for niacin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3759","Hodnoty se vztahují k niacinu ve formě nikotinamidu a kyseliny nikotinové. Niacin může být syntetizován v lidském těle z nezbytné aminokyseliny tryptofanu.

NE: ekvivalent niacinu (1 NE = 1 mg niacin = 60 mg tryptofanu ze stravy)

Potřeba niacinu se vztahuje k energetické potřebě a je tedy vyjádřen v mg NE/MJ. Hodnoty vyjádřené v mg NE/den mohou být vypočteny na základě energetického potřeby uvažované skupiny 
(Vědecký panel pro dietetické výrobky, výživu a alergie při Evropském úřadu pro bezpečnost potravin = panel NDA EFSA, 2013).",,,"4","mg/den kyseliny nikotinové","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","There are two UL values for niacin : one UL for nicotinamide and one UL for nicotinic acid; they are presented on separate lines in this database but should be displayed together by the webtool"
"Vitamins","Niacin","Niacin",,"Děti a adolescenti","Děti a adolescenti","11","14","11–14","y","11-14 roků","1","1","Chlapci/Dívky",,,,,"NA",,,,"1,3","mg NE/MJ","1,6","mg NE/MJ","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for niacin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3759","Hodnoty se vztahují k niacinu ve formě nikotinamidu a kyseliny nikotinové. Niacin může být syntetizován v lidském těle z nezbytné aminokyseliny tryptofanu.

NE: ekvivalent niacinu (1 NE = 1 mg niacin = 60 mg tryptofanu ze stravy)

Potřeba niacinu se vztahuje k energetické potřebě a je tedy vyjádřen v mg NE/MJ. Hodnoty vyjádřené v mg NE/den mohou být vypočteny na základě energetického potřeby uvažované skupiny 
(Vědecký panel pro dietetické výrobky, výživu a alergie při Evropském úřadu pro bezpečnost potravin = panel NDA EFSA, 2013).",,,"500","mg/den nikotinamidu","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","There are two UL values for niacin : one UL for nicotinamide and one UL for nicotinic acid; they are presented on separate lines in this database but should be displayed together by the webtool"
"Vitamins","Niacin","Niacin",,"Děti a adolescenti","Děti a adolescenti","11","14","11–14","y","11-14 roků","1","1","Chlapci/Dívky",,,,,"NA",,,,"1,3","mg NE/MJ","1,6","mg NE/MJ","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for niacin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3759","Hodnoty se vztahují k niacinu ve formě nikotinamidu a kyseliny nikotinové. Niacin může být syntetizován v lidském těle z nezbytné aminokyseliny tryptofanu.

NE: ekvivalent niacinu (1 NE = 1 mg niacin = 60 mg tryptofanu ze stravy)

Potřeba niacinu se vztahuje k energetické potřebě a je tedy vyjádřen v mg NE/MJ. Hodnoty vyjádřené v mg NE/den mohou být vypočteny na základě energetického potřeby uvažované skupiny 
(Vědecký panel pro dietetické výrobky, výživu a alergie při Evropském úřadu pro bezpečnost potravin = panel NDA EFSA, 2013).",,,"6","mg/den kyseliny nikotinové","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","There are two UL values for niacin : one UL for nicotinamide and one UL for nicotinic acid; they are presented on separate lines in this database but should be displayed together by the webtool"
"Vitamins","Niacin","Niacin",,"Děti a adolescenti","Děti a adolescenti","15","17","15–17","y","15-17 roků","1","1","Chlapci/Dívky",,,,,"NA",,,,"1,3","mg NE/MJ","1,6","mg NE/MJ","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for niacin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3759","Hodnoty se vztahují k niacinu ve formě nikotinamidu a kyseliny nikotinové. Niacin může být syntetizován v lidském těle z nezbytné aminokyseliny tryptofanu.

NE: ekvivalent niacinu (1 NE = 1 mg niacin = 60 mg tryptofanu ze stravy)

Potřeba niacinu se vztahuje k energetické potřebě a je tedy vyjádřen v mg NE/MJ. Hodnoty vyjádřené v mg NE/den mohou být vypočteny na základě energetického potřeby uvažované skupiny 
(Vědecký panel pro dietetické výrobky, výživu a alergie při Evropském úřadu pro bezpečnost potravin = panel NDA EFSA, 2013).",,,"700","mg/den nikotinamidu","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","There are two UL values for niacin : one UL for nicotinamide and one UL for nicotinic acid; they are presented on separate lines in this database but should be displayed together by the webtool"
