"Classification","Name","Translated","Forms","Target population","Target population Description","From Age","To Age","Age range","Age Unit","Age displayed","Male","Female","Sex","SSI","SSI Unit","Additional information related to SSI results","Scientific Opinion SSI LINK","AIs","AIs Unit","ARs","ARs Unit","ARs alt","ARs alt Unit","PRIs","PRIs Unit","RI","RI Unit","an","AUTHOR","Scientific Opinion on DRV","DOI","Scientific Opinion AR/PRI or AI or RI LINK","Additional information related to AR/PRI or AI or RI results","Additional information 2","Criteria used to set DRVs","UL","UL Unit","Scientific Opinion on the Tolerable Upper Intake Level ","Scientific Opinion UL LINK","Additional information related to UL results","Note for the webtool developer"
"Vitamins","Riboflavin","Riboflavine",,"Enfants","Enfants","15","17","15–17","y","15-17 ans","1","1","Garçons/Filles",,,,,"NA",,"1,4","mg",,,"1,6","mg","NA",,,,"Dietary reference values for riboflavin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2017.4919","Les valeurs portent sur la riboflavine sous forme de riboflavine libre, de flavine mononucléotide et de flavine adénine dinucléotide.",,,"ND",,,,"NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Riboflavin","Riboflavine",,"Adultes","Adultes","18","999","18–99","y","≥ 18 ans","1","1","Hommes/Femmes",,,,,"NA",,"1,3","mg",,,"1,6","mg","NA",,,,"Dietary reference values for riboflavin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2017.4919","Les valeurs portent sur la riboflavine sous forme de riboflavine libre, de flavine mononucléotide et de flavine adénine dinucléotide.",,,"ND",,,,"NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Riboflavin","Riboflavine",,"Femmes enceintes","Femmes enceintes","18","60","18-60","y","≥ 18 ans","0","1","Femmes",,,,,"NA",,"1,5","mg",,,"1,9","mg","NA",,,,"Dietary reference values for riboflavin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2017.4919","Les valeurs portent sur la riboflavine sous forme de riboflavine libre, de flavine mononucléotide et de flavine adénine dinucléotide.",,,"ND",,,,"NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Riboflavin","Riboflavine",,"Femmes allaitantes","Femmes allaitantes","18","60","18-60","y","≥ 18 ans","0","1","Femmes",,,,,"NA",,"1,7","mg",,,"2","mg","NA",,,,"Dietary reference values for riboflavin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2017.4919","Les valeurs portent sur la riboflavine sous forme de riboflavine libre, de flavine mononucléotide et de flavine adénine dinucléotide.",,,"ND",,,,"NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Thiamin","Thiamine",,"Nourrissons","Nourrissons","7","11","7–11","mo","7-11 mois","1","1","Garçons/Filles",,,,,"NA",,"0,072","mg/MJ",,,"0,1","mg/MJ","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for thiamin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4653","Les besoins en thiamine sont liés aux besoins énergétiques et sont donc exprimés en mg/MJ. Les valeurs exprimées en mg/jour peuvent être calculées en fonction des besoins énergétiques du groupe considéré (EFSA NDA Panel, 2013).",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Vitamins","Thiamin","Thiamine",,"Enfants","Enfants","1","3","1–3","y","1-3 ans","1","1","Garçons/Filles",,,,,"NA",,"0,072","mg/MJ",,,"0,1","mg/MJ","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for thiamin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4653","Les besoins en thiamine sont liés aux besoins énergétiques et sont donc exprimés en mg/MJ. Les valeurs exprimées en mg/jour peuvent être calculées en fonction des besoins énergétiques du groupe considéré (EFSA NDA Panel, 2013).",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Thiamin","Thiamine",,"Enfants","Enfants","4","6","4–6","y","4-6 ans","1","1","Garçons/Filles",,,,,"NA",,"0,072","mg/MJ",,,"0,1","mg/MJ","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for thiamin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4653","Les besoins en thiamine sont liés aux besoins énergétiques et sont donc exprimés en mg/MJ. Les valeurs exprimées en mg/jour peuvent être calculées en fonction des besoins énergétiques du groupe considéré (EFSA NDA Panel, 2013).",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Thiamin","Thiamine",,"Enfants","Enfants","7","10","7–10","y","7-10 ans","1","1","Garçons/Filles",,,,,"NA",,"0,072","mg/MJ",,,"0,1","mg/MJ","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for thiamin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4653","Les besoins en thiamine sont liés aux besoins énergétiques et sont donc exprimés en mg/MJ. Les valeurs exprimées en mg/jour peuvent être calculées en fonction des besoins énergétiques du groupe considéré (EFSA NDA Panel, 2013).",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Thiamin","Thiamine",,"Enfants","Enfants","11","14","11–14","y","11-14 ans","1","1","Garçons/Filles",,,,,"NA",,"0,072","mg/MJ",,,"0,1","mg/MJ","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for thiamin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4653","Les besoins en thiamine sont liés aux besoins énergétiques et sont donc exprimés en mg/MJ. Les valeurs exprimées en mg/jour peuvent être calculées en fonction des besoins énergétiques du groupe considéré (EFSA NDA Panel, 2013).",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Thiamin","Thiamine",,"Enfants","Enfants","15","17","15–17","y","15-17 ans","1","1","Garçons/Filles",,,,,"NA",,"0,072","mg/MJ",,,"0,1","mg/MJ","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for thiamin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4653","Les besoins en thiamine sont liés aux besoins énergétiques et sont donc exprimés en mg/MJ. Les valeurs exprimées en mg/jour peuvent être calculées en fonction des besoins énergétiques du groupe considéré (EFSA NDA Panel, 2013).",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Thiamin","Thiamine",,"Adultes","Adultes","18","999","18–99","y","≥ 18 ans","1","1","Hommes/Femmes",,,,,"NA",,"0,072","mg/MJ",,,"0,1","mg/MJ","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for thiamin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4653","Les besoins en thiamine sont liés aux besoins énergétiques et sont donc exprimés en mg/MJ. Les valeurs exprimées en mg/jour peuvent être calculées en fonction des besoins énergétiques du groupe considéré (EFSA NDA Panel, 2013).",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Thiamin","Thiamine",,"Femmes enceintes","Femmes enceintes","18","60","18-60","y","≥ 18 ans","0","1","Femmes",,,,,"NA",,"0.072","mg/MJ",,,"0,1","mg/MJ","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for thiamin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4653","Les besoins en thiamine sont liés aux besoins énergétiques et sont donc exprimés en mg/MJ. Les valeurs exprimées en mg/jour peuvent être calculées en fonction des besoins énergétiques du groupe considéré (EFSA NDA Panel, 2013).",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Thiamin","Thiamine",,"Femmes allaitantes","Femmes allaitantes","18","60","18-60","y","≥ 18 ans","0","1","Femmes",,,,,"NA",,"0,072","mg/MJ",,,"0.1","mg/MJ","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for thiamin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4653","Les besoins en thiamine sont liés aux besoins énergétiques et sont donc exprimés en mg/MJ. Les valeurs exprimées en mg/jour peuvent être calculées en fonction des besoins énergétiques du groupe considéré (EFSA NDA Panel, 2013).",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Vitamin A","Vitamine A",,"Nourrissons","Nourrissons","7","11","7–11","mo","7-11 mois","1","1","Garçons/Filles",,,,,"NA",,"190","μg ER/jour",,,"250","μg ER/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for vitamin A",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028","Les valeurs portent sur la vitamine A sous forme de rétinol, d'esters de rétinyle et de caroténoïdes de provitamine A.
ER: équivalent rétinol. Les caroténoïdes de provitamine A ont une biodisponibilité inférieure à celle du rétinol. Afin de prendre en compte ces différences, des ER ont été introduits et définis comme suit : 1 µg ER = 1 µg de rétinol = 6 µg de β-carotène = 12 µg d’autres caroténoïdes présentant une activité de provitamine A.",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Vitamins","Vitamin A","Vitamine A",,"Enfants","Enfants","1","3","1–3","y","1-3 ans","1","1","Garçons/Filles",,,,,"NA",,"205","μg ER/jour",,,"250","μg ER/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for vitamin A",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028","Les valeurs portent sur la vitamine A sous forme de rétinol, d'esters de rétinyle et de caroténoïdes de provitamine A.
ER: équivalent rétinol. Les caroténoïdes de provitamine A ont une biodisponibilité inférieure à celle du rétinol. Afin de prendre en compte ces différences, des ER ont été introduits et définis comme suit : 1 µg ER = 1 µg de rétinol = 6 µg de β-carotène = 12 µg d’autres caroténoïdes présentant une activité de provitamine A.",,,"800","μg ER/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","La LSS s'applique à la vitamine A sous forme de rétinol ou d'esters de rétinyle. Aucune donnée adéquate disponible pour dériver une LSS pour le β-carotène.",
"Vitamins","Vitamin A","Vitamine A",,"Enfants","Enfants","4","6","4–6","y","4-6 ans","1","1","Garçons/Filles",,,,,"NA",,"245","μg ER/jour",,,"300","μg ER/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for vitamin A",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028","Les valeurs portent sur la vitamine A sous forme de rétinol, d'esters de rétinyle et de caroténoïdes de provitamine A.
ER: équivalent rétinol. Les caroténoïdes de provitamine A ont une biodisponibilité inférieure à celle du rétinol. Afin de prendre en compte ces différences, des ER ont été introduits et définis comme suit : 1 µg ER = 1 µg de rétinol = 6 µg de β-carotène = 12 µg d’autres caroténoïdes présentant une activité de provitamine A.",,,"1100","μg ER/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","La LSS s'applique à la vitamine A sous forme de rétinol ou d'esters de rétinyle. Aucune donnée adéquate disponible pour dériver une LSS pour le β-carotène.",
"Vitamins","Vitamin A","Vitamine A",,"Enfants","Enfants","7","10","7–10","y","7-10 ans","1","1","Garçons/Filles",,,,,"NA",,"320","μg ER/jour",,,"400","μg ER/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for vitamin A",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028","Les valeurs portent sur la vitamine A sous forme de rétinol, d'esters de rétinyle et de caroténoïdes de provitamine A.
ER: équivalent rétinol. Les caroténoïdes de provitamine A ont une biodisponibilité inférieure à celle du rétinol. Afin de prendre en compte ces différences, des ER ont été introduits et définis comme suit : 1 µg ER = 1 µg de rétinol = 6 µg de β-carotène = 12 µg d’autres caroténoïdes présentant une activité de provitamine A.",,,"1500","μg ER/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","La LSS s'applique à la vitamine A sous forme de rétinol ou d'esters de rétinyle. Aucune donnée adéquate disponible pour dériver une LSS pour le β-carotène.",
"Vitamins","Vitamin A","Vitamine A",,"Enfants","Enfants","11","14","11–14","y","11-14 ans","1","1","Garçons/Filles",,,,,"NA",,"480","μg ER/jour",,,"600","μg ER/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for vitamin A",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028","Les valeurs portent sur la vitamine A sous forme de rétinol, d'esters de rétinyle et de caroténoïdes de provitamine A.
ER: équivalent rétinol. Les caroténoïdes de provitamine A ont une biodisponibilité inférieure à celle du rétinol. Afin de prendre en compte ces différences, des ER ont été introduits et définis comme suit : 1 µg ER = 1 µg de rétinol = 6 µg de β-carotène = 12 µg d’autres caroténoïdes présentant une activité de provitamine A.",,,"2000","μg ER/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","La LSS s'applique à la vitamine A sous forme de rétinol ou d'esters de rétinyle. Aucune donnée adéquate disponible pour dériver une LSS pour le β-carotène.",
"Vitamins","Vitamin A","Vitamine A",,"Enfants","Enfants","15","17","15–17","y","15-17 ans","1","0","Garçons",,,,,"NA",,"580","μg ER/jour",,,"750","μg ER/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for vitamin A",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028","Les valeurs portent sur la vitamine A sous forme de rétinol, d'esters de rétinyle et de caroténoïdes de provitamine A.
ER: équivalent rétinol. Les caroténoïdes de provitamine A ont une biodisponibilité inférieure à celle du rétinol. Afin de prendre en compte ces différences, des ER ont été introduits et définis comme suit : 1 µg ER = 1 µg de rétinol = 6 µg de β-carotène = 12 µg d’autres caroténoïdes présentant une activité de provitamine A.",,,"2600","μg ER/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","La LSS s'applique à la vitamine A sous forme de rétinol ou d'esters de rétinyle. Aucune donnée adéquate disponible pour dériver une LSS pour le β-carotène.",
"Vitamins","Vitamin A","Vitamine A",,"Enfants","Enfants","15","17","15–17","y","15-17 ans","0","1","Filles",,,,,"NA",,"490","μg ER/jour",,,"650","μg ER/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for vitamin A",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028","Les valeurs portent sur la vitamine A sous forme de rétinol, d'esters de rétinyle et de caroténoïdes de provitamine A.
ER: équivalent rétinol. Les caroténoïdes de provitamine A ont une biodisponibilité inférieure à celle du rétinol. Afin de prendre en compte ces différences, des ER ont été introduits et définis comme suit : 1 µg ER = 1 µg de rétinol = 6 µg de β-carotène = 12 µg d’autres caroténoïdes présentant une activité de provitamine A.",,,"2600","μg ER/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","La LSS s'applique à la vitamine A sous forme de rétinol ou d'esters de rétinyle. Aucune donnée adéquate disponible pour dériver une LSS pour le β-carotène.",
"Vitamins","Vitamin A","Vitamine A",,"Adultes","Adultes","18","999","18–99","y","≥ 18 ans","1","0","Hommes",,,,,"NA",,"570","μg ER/jour",,,"750","μg ER/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for vitamin A",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028","Les valeurs portent sur la vitamine A sous forme de rétinol, d'esters de rétinyle et de caroténoïdes de provitamine A.
ER: équivalent rétinol. Les caroténoïdes de provitamine A ont une biodisponibilité inférieure à celle du rétinol. Afin de prendre en compte ces différences, des ER ont été introduits et définis comme suit : 1 µg ER = 1 µg de rétinol = 6 µg de β-carotène = 12 µg d’autres caroténoïdes présentant une activité de provitamine A.",,,"3000","μg ER/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","La LSS s'applique à la vitamine A sous forme de rétinol ou d'esters de rétinyle. Aucune donnée adéquate disponible pour dériver une LSS pour le β-carotène.",
"Vitamins","Vitamin A","Vitamine A",,"Adultes","Femmes en préménopausewer","18","59","18–59","y","18-59 ans","0","1","Femmes",,,,,"NA",,"490","μg ER/jour",,,"650","μg ER/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for vitamin A",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028","Les valeurs portent sur la vitamine A sous forme de rétinol, d'esters de rétinyle et de caroténoïdes de provitamine A.
ER: équivalent rétinol. Les caroténoïdes de provitamine A ont une biodisponibilité inférieure à celle du rétinol. Afin de prendre en compte ces différences, des ER ont été introduits et définis comme suit : 1 µg ER = 1 µg de rétinol = 6 µg de β-carotène = 12 µg d’autres caroténoïdes présentant une activité de provitamine A.",,,"3000","μg ER/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","La LSS s'applique à la vitamine A sous forme de rétinol ou d'esters de rétinyle. Aucune donnée adéquate disponible pour dériver une LSS pour le β-carotène.",
"Vitamins","Vitamin A","Vitamine A",,"Adultes","Femmes en post-ménopause","40","999","40–99","y","≥ 40 ans","0","1","Femmes",,,,,"NA",,"490","μg ER/jour",,,"650","μg ER/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for vitamin A",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028","Les valeurs portent sur la vitamine A sous forme de rétinol, d'esters de rétinyle et de caroténoïdes de provitamine A.
ER: équivalent rétinol. Les caroténoïdes de provitamine A ont une biodisponibilité inférieure à celle du rétinol. Afin de prendre en compte ces différences, des ER ont été introduits et définis comme suit : 1 µg ER = 1 µg de rétinol = 6 µg de β-carotène = 12 µg d’autres caroténoïdes présentant une activité de provitamine A.",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","La LSS s'applique à la vitamine A sous forme de rétinol ou d'esters de rétinyle. Aucune donnée adéquate disponible pour dériver une LSS pour le β-carotène.",
"Vitamins","Vitamin A","Vitamine A",,"Femmes enceintes","Femmes enceintes","18","60","18-60","y","≥ 18 ans","0","1","Femmes",,,,,"NA",,"540","μg ER/jour",,,"700","μg ER/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for vitamin A",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028","Les valeurs portent sur la vitamine A sous forme de rétinol, d'esters de rétinyle et de caroténoïdes de provitamine A.
ER: équivalent rétinol. Les caroténoïdes de provitamine A ont une biodisponibilité inférieure à celle du rétinol. Afin de prendre en compte ces différences, des ER ont été introduits et définis comme suit : 1 µg ER = 1 µg de rétinol = 6 µg de β-carotène = 12 µg d’autres caroténoïdes présentant une activité de provitamine A.",,,"3000","μg ER/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","La LSS s'applique à la vitamine A sous forme de rétinol ou d'esters de rétinyle. Aucune donnée adéquate disponible pour dériver une LSS pour le β-carotène.",
"Vitamins","Vitamin A","Vitamine A",,"Femmes allaitantes","Femmes allaitantes","18","60","18-60","y","≥ 18 ans","0","1","Femmes",,,,,"NA",,"1020","μg ER/jour",,,"1300","μg ER/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for vitamin A",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028","Les valeurs portent sur la vitamine A sous forme de rétinol, d'esters de rétinyle et de caroténoïdes de provitamine A.
ER: équivalent rétinol. Les caroténoïdes de provitamine A ont une biodisponibilité inférieure à celle du rétinol. Afin de prendre en compte ces différences, des ER ont été introduits et définis comme suit : 1 µg ER = 1 µg de rétinol = 6 µg de β-carotène = 12 µg d’autres caroténoïdes présentant une activité de provitamine A.",,,"3000","μg ER/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","La LSS s'applique à la vitamine A sous forme de rétinol ou d'esters de rétinyle. Aucune donnée adéquate disponible pour dériver une LSS pour le β-carotène.",
"Vitamins","Vitamin B6","Vitamine B6",,"Nourrissons","Nourrissons","7","11","7–11","mo","7-11 mois","1","1","Garçons/Filles",,,,,"0,3","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Dietary Reference Values for vitamin B6",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485","Les valeurs portent sur la vitamine B6 sous forme de pyridoxine, pyridoxal, pyridoxamine et leurs formes phosphorylées.",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Vitamins","Vitamin B6","Vitamine B6",,"Enfants","Enfants","1","3","1–3","y","1-3 ans","1","1","Garçons/Filles",,,,,"NA",,"0,5","mg/jour",,,"0,6","mg/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Dietary Reference Values for vitamin B6",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485","Les valeurs portent sur la vitamine B6 sous forme de pyridoxine, pyridoxal, pyridoxamine et leurs formes phosphorylées.",,,"5","mg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Vitamins","Vitamin B6","Vitamine B6",,"Enfants","Enfants","4","6","4–6","y","4-6 ans","1","1","Garçons/Filles",,,,,"NA",,"0,6","mg/jour",,,"0,7","mg/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Dietary Reference Values for vitamin B6",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485","Les valeurs portent sur la vitamine B6 sous forme de pyridoxine, pyridoxal, pyridoxamine et leurs formes phosphorylées.",,,"7","mg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Vitamins","Vitamin B6","Vitamine B6",,"Enfants","Enfants","7","10","7–10","y","7-10 ans","1","1","Garçons/Filles",,,,,"NA",,"0,9","mg/jour",,,"1","mg/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Dietary Reference Values for vitamin B6",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485","Les valeurs portent sur la vitamine B6 sous forme de pyridoxine, pyridoxal, pyridoxamine et leurs formes phosphorylées.",,,"10","mg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Vitamins","Vitamin B6","Vitamine B6",,"Enfants","Enfants","11","14","11–14","y","11-14 ans","1","1","Garçons/Filles",,,,,"NA",,"1,2","mg/jour",,,"1,4","mg/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Dietary Reference Values for vitamin B6",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485","Les valeurs portent sur la vitamine B6 sous forme de pyridoxine, pyridoxal, pyridoxamine et leurs formes phosphorylées.",,,"15","mg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Vitamins","Vitamin B6","Vitamine B6",,"Enfants","Enfants","15","17","15–17","y","15-17 ans","1","0","Garçons",,,,,"NA",,"1,5","mg/jour",,,"1,7","mg/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Dietary Reference Values for vitamin B6",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485","Les valeurs portent sur la vitamine B6 sous forme de pyridoxine, pyridoxal, pyridoxamine et leurs formes phosphorylées.",,,"20","mg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Vitamins","Vitamin B6","Vitamine B6",,"Enfants","Enfants","15","17","15–17","y","15-17 ans","0","1","Filles",,,,,"NA",,"1,3","mg/jour",,,"1,6","mg/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Dietary Reference Values for vitamin B6",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485","Les valeurs portent sur la vitamine B6 sous forme de pyridoxine, pyridoxal, pyridoxamine et leurs formes phosphorylées.",,,"20","mg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Vitamins","Vitamin B6","Vitamine B6",,"Adultes","Adultes","18","999","18–99","y","≥ 18 ans","1","0","Hommes",,,,,"NA",,"1,5","mg/jour",,,"1,7","mg/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Dietary Reference Values for vitamin B6",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485","Les valeurs portent sur la vitamine B6 sous forme de pyridoxine, pyridoxal, pyridoxamine et leurs formes phosphorylées.",,,"25","mg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
