Classification;Name;Translated;Forms;Target population;Target population Description;From Age;To Age;Age range;Age Unit;Age displayed;Male;Female;Sex;SSI;SSI Unit;Additional information related to SSI results;AIs;AIs Unit;ARs;ARs Unit;ARs alt;ARs alt Unit;PRIs;PRIs Unit;RI;RI Unit;YEAR;AUTHOR;Scientific Opinion on DRV;DOI;Scientific Opinion AR/PRI or AI or RI LINK;Additional information related to AR/PRI or AI or RI results;Additional information 2;Criteria used to set DRVs;UL;UL Unit;Scientific Opinion on the Tolerable Upper Intake Level ;Scientific Opinion UL LINK;Additional information related to UL results;Note for the webtool developer
Vitamins;Riboflavin;Рибофлавин ;;Деца и адолесценти;Деца и адолесценти;15;17;15–17;a;15-17 години;1;1;Мажи/Жени;;;;NA;;1,4;mg;;;1,6;mg;NA;;;;Dietary reference values for riboflavin;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2017.4919;Вредностите се однесуваат на рибофлавин во форма на слободен рибофлавин, флавин мононуклеотид и флавин аденин динуклеотид;;;ND;;;;NA;"The information ""ND"" should appear in the table of results. "
Vitamins;Riboflavin;Рибофлавин ;;Возрасни;Возрасни;18;999;18–99;a;≥ 18 години;1;1;Мажи/Жени;;;;NA;;1,3;mg;;;1,6;mg;NA;;;;Dietary reference values for riboflavin;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2017.4919;Вредностите се однесуваат на рибофлавин во форма на слободен рибофлавин, флавин мононуклеотид и флавин аденин динуклеотид;;;ND;;;;NA;"The information ""ND"" should appear in the table of results. "
Vitamins;Riboflavin;Рибофлавин ;;Бремени жени;Бремени жени;18;60;18-60;a;≥ 18 години;0;1;Жени;;;;NA;;1,5;mg;;;1,9;mg;NA;;;;Dietary reference values for riboflavin;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2017.4919;Вредностите се однесуваат на рибофлавин во форма на слободен рибофлавин, флавин мононуклеотид и флавин аденин динуклеотид;;;ND;;;;NA;"The information ""ND"" should appear in the table of results. "
Vitamins;Riboflavin;Рибофлавин ;;Доилки;Доилки;18;60;18-60;a;≥ 18 години;0;1;Жени;;;;NA;;1,7;mg;;;2;mg;NA;;;;Dietary reference values for riboflavin;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2017.4919;Вредностите се однесуваат на рибофлавин во форма на слободен рибофлавин, флавин мононуклеотид и флавин аденин динуклеотид;;;ND;;;;NA;"The information ""ND"" should appear in the table of results. "
Vitamins;Thiamin;Тиамин ;;Доенчиња;Доенчиња;7;11;7–11;mo;7-11 месеци;1;1;Мажи/Жени;;;;NA;;0,072;mg/MJ;;;0,1;mg/MJ;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Dietary reference values for thiamin;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4653;Потребата од ниацин е поврзана со зголемената потреба од енергија и затоа се изразува во mg NE / МЈ. Вредностите што се изразуваат во mg NE / ден може да се пресметаат врз основа на потребите од енергија на групата која се разгледува (EFSA НДА панел, 2013).;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Vitamins;Thiamin;Тиамин ;;Деца и адолесценти;Деца и адолесценти;1;3;1–3;a;1-3 години;1;1;Мажи/Жени;;;;NA;;0,072;mg/MJ;;;0,1;mg/MJ;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Dietary reference values for thiamin;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4653;Потребата од ниацин е поврзана со зголемената потреба од енергија и затоа се изразува во mg NE / МЈ. Вредностите што се изразуваат во mg NE / ден може да се пресметаат врз основа на потребите од енергија на групата која се разгледува (EFSA НДА панел, 2013).;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;"The information ""ND"" should appear in the table of results. "
Vitamins;Thiamin;Тиамин ;;Деца и адолесценти;Деца и адолесценти;4;6;4–6;a;4-6 години;1;1;Мажи/Жени;;;;NA;;0,072;mg/MJ;;;0,1;mg/MJ;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Dietary reference values for thiamin;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4653;Потребата од ниацин е поврзана со зголемената потреба од енергија и затоа се изразува во mg NE / МЈ. Вредностите што се изразуваат во mg NE / ден може да се пресметаат врз основа на потребите од енергија на групата која се разгледува (EFSA НДА панел, 2013).;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;"The information ""ND"" should appear in the table of results. "
Vitamins;Thiamin;Тиамин ;;Деца и адолесценти;Деца и адолесценти;7;10;7–10;a;7-10 години;1;1;Мажи/Жени;;;;NA;;0,072;mg/MJ;;;0,1;mg/MJ;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Dietary reference values for thiamin;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4653;Потребата од ниацин е поврзана со зголемената потреба од енергија и затоа се изразува во mg NE / МЈ. Вредностите што се изразуваат во mg NE / ден може да се пресметаат врз основа на потребите од енергија на групата која се разгледува (EFSA НДА панел, 2013).;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;"The information ""ND"" should appear in the table of results. "
Vitamins;Thiamin;Тиамин ;;Деца и адолесценти;Деца и адолесценти;11;14;11–14;a;11-14 години;1;1;Мажи/Жени;;;;NA;;0,072;mg/MJ;;;0,1;mg/MJ;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Dietary reference values for thiamin;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4653;Потребата од ниацин е поврзана со зголемената потреба од енергија и затоа се изразува во mg NE / МЈ. Вредностите што се изразуваат во mg NE / ден може да се пресметаат врз основа на потребите од енергија на групата која се разгледува (EFSA НДА панел, 2013).;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;"The information ""ND"" should appear in the table of results. "
Vitamins;Thiamin;Тиамин ;;Деца и адолесценти;Деца и адолесценти;15;17;15–17;a;15-17 години;1;1;Мажи/Жени;;;;NA;;0,072;mg/MJ;;;0,1;mg/MJ;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Dietary reference values for thiamin;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4653;Потребата од ниацин е поврзана со зголемената потреба од енергија и затоа се изразува во mg NE / МЈ. Вредностите што се изразуваат во mg NE / ден може да се пресметаат врз основа на потребите од енергија на групата која се разгледува (EFSA НДА панел, 2013).;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;"The information ""ND"" should appear in the table of results. "
Vitamins;Thiamin;Тиамин ;;Возрасни;Возрасни;18;999;18–99;a;≥ 18 години;1;1;Мажи/Жени;;;;NA;;0,072;mg/MJ;;;0,1;mg/MJ;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Dietary reference values for thiamin;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4653;Потребата од ниацин е поврзана со зголемената потреба од енергија и затоа се изразува во mg NE / МЈ. Вредностите што се изразуваат во mg NE / ден може да се пресметаат врз основа на потребите од енергија на групата која се разгледува (EFSA НДА панел, 2013).;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;"The information ""ND"" should appear in the table of results. "
Vitamins;Thiamin;Тиамин ;;Бремени жени;Бремени жени;18;60;18-60;a;≥ 18 години;0;1;Жени;;;;NA;;0.072;mg/MJ;;;0,1;mg/MJ;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Dietary reference values for thiamin;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4653;Потребата од ниацин е поврзана со зголемената потреба од енергија и затоа се изразува во mg NE / МЈ. Вредностите што се изразуваат во mg NE / ден може да се пресметаат врз основа на потребите од енергија на групата која се разгледува (EFSA НДА панел, 2013).;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;"The information ""ND"" should appear in the table of results. "
Vitamins;Thiamin;Тиамин ;;Доилки;Доилки;18;60;18-60;a;≥ 18 години;0;1;Жени;;;;NA;;0,072;mg/MJ;;;0.1;mg/MJ;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Dietary reference values for thiamin;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4653;Потребата од ниацин е поврзана со зголемената потреба од енергија и затоа се изразува во mg NE / МЈ. Вредностите што се изразуваат во mg NE / ден може да се пресметаат врз основа на потребите од енергија на групата која се разгледува (EFSA НДА панел, 2013).;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;"The information ""ND"" should appear in the table of results. "
Vitamins;Vitamin A;Витамин А;;Доенчиња;Доенчиња;7;11;7–11;mo;7-11 месеци;1;1;Мажи/Жени;;;;NA;;190;RE μg / ден;;;250;RE μg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;"
Scientific Opinion on Dietary Reference Values for vitamin A";;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028;"Вредности се однесуваат на витамин А во форма на ретинол, ретинил естери и провитамин А каротеноиди.
RE: ретинол еквивалентни. Провитамин А каротеноидите имаат пониска биорасположивост од ретинолот. Со цел да се земат предвид овие разлики, RE е воведен и се дефинира како 1 мg RE = 1 мg на ретинол = 6 mg β-каротен = 12 мg од други каротеноиди со активност на провитамин А.";;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Vitamins;Vitamin A;Витамин А;;Деца и адолесценти;Деца и адолесценти;1;3;1–3;a;1-3 години;1;1;Мажи/Жени;;;;NA;;205;RE μg / ден;;;250;RE μg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;"
Scientific Opinion on Dietary Reference Values for vitamin A";;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028;"Вредности се однесуваат на витамин А во форма на ретинол, ретинил естери и провитамин А каротеноиди.
RE: ретинол еквивалентни. Провитамин А каротеноидите имаат пониска биорасположивост од ретинолот. Со цел да се земат предвид овие разлики, RE е воведен и се дефинира како 1 мg RE = 1 мg на ретинол = 6 mg β-каротен = 12 мg од други каротеноиди со активност на провитамин А.";;;800;RE μg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;"UL се однесува на витамин А како што е ретинолот или ретинил естерите.
Нема соодветни податоци за да се изведе UL за β-каротен. ";
Vitamins;Vitamin A;Витамин А;;Деца и адолесценти;Деца и адолесценти;4;6;4–6;a;4-6 години;1;1;Мажи/Жени;;;;NA;;245;RE μg / ден;;;300;RE μg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;"
Scientific Opinion on Dietary Reference Values for vitamin A";;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028;"Вредности се однесуваат на витамин А во форма на ретинол, ретинил естери и провитамин А каротеноиди.
RE: ретинол еквивалентни. Провитамин А каротеноидите имаат пониска биорасположивост од ретинолот. Со цел да се земат предвид овие разлики, RE е воведен и се дефинира како 1 мg RE = 1 мg на ретинол = 6 mg β-каротен = 12 мg од други каротеноиди со активност на провитамин А.";;;1100;RE μg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;"UL се однесува на витамин А како што е ретинолот или ретинил естерите.
Нема соодветни податоци за да се изведе UL за β-каротен. ";
Vitamins;Vitamin A;Витамин А;;Деца и адолесценти;Деца и адолесценти;7;10;7–10;a;7-10 години;1;1;Мажи/Жени;;;;NA;;320;RE μg / ден;;;400;RE μg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;"
Scientific Opinion on Dietary Reference Values for vitamin A";;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028;"Вредности се однесуваат на витамин А во форма на ретинол, ретинил естери и провитамин А каротеноиди.
RE: ретинол еквивалентни. Провитамин А каротеноидите имаат пониска биорасположивост од ретинолот. Со цел да се земат предвид овие разлики, RE е воведен и се дефинира како 1 мg RE = 1 мg на ретинол = 6 mg β-каротен = 12 мg од други каротеноиди со активност на провитамин А.";;;1500;RE μg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;"UL се однесува на витамин А како што е ретинолот или ретинил естерите.
Нема соодветни податоци за да се изведе UL за β-каротен. ";
Vitamins;Vitamin A;Витамин А;;Деца и адолесценти;Деца и адолесценти;11;14;11–14;a;11-14 години;1;1;Мажи/Жени;;;;NA;;480;RE μg / ден;;;600;RE μg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;"
Scientific Opinion on Dietary Reference Values for vitamin A";;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028;"Вредности се однесуваат на витамин А во форма на ретинол, ретинил естери и провитамин А каротеноиди.
RE: ретинол еквивалентни. Провитамин А каротеноидите имаат пониска биорасположивост од ретинолот. Со цел да се земат предвид овие разлики, RE е воведен и се дефинира како 1 мg RE = 1 мg на ретинол = 6 mg β-каротен = 12 мg од други каротеноиди со активност на провитамин А.";;;2000;RE μg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;"UL се однесува на витамин А како што е ретинолот или ретинил естерите.
Нема соодветни податоци за да се изведе UL за β-каротен. ";
Vitamins;Vitamin A;Витамин А;;Деца и адолесценти;Деца и адолесценти;15;17;15–17;a;15-17 години;1;0;Мажи;;;;NA;;580;RE μg / ден;;;750;RE μg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;"
Scientific Opinion on Dietary Reference Values for vitamin A";;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028;"Вредности се однесуваат на витамин А во форма на ретинол, ретинил естери и провитамин А каротеноиди.
RE: ретинол еквивалентни. Провитамин А каротеноидите имаат пониска биорасположивост од ретинолот. Со цел да се земат предвид овие разлики, RE е воведен и се дефинира како 1 мg RE = 1 мg на ретинол = 6 mg β-каротен = 12 мg од други каротеноиди со активност на провитамин А.";;;2600;RE μg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;"UL се однесува на витамин А како што е ретинолот или ретинил естерите.
Нема соодветни податоци за да се изведе UL за β-каротен. ";
Vitamins;Vitamin A;Витамин А;;Деца и адолесценти;Деца и адолесценти;15;17;15–17;a;15-17 години;0;1;Жени;;;;NA;;490;RE μg / ден;;;650;RE μg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;"
Scientific Opinion on Dietary Reference Values for vitamin A";;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028;"Вредности се однесуваат на витамин А во форма на ретинол, ретинил естери и провитамин А каротеноиди.
RE: ретинол еквивалентни. Провитамин А каротеноидите имаат пониска биорасположивост од ретинолот. Со цел да се земат предвид овие разлики, RE е воведен и се дефинира како 1 мg RE = 1 мg на ретинол = 6 mg β-каротен = 12 мg од други каротеноиди со активност на провитамин А.";;;2600;RE μg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;"UL се однесува на витамин А како што е ретинолот или ретинил естерите.
Нема соодветни податоци за да се изведе UL за β-каротен. ";
Vitamins;Vitamin A;Витамин А;;Возрасни;Возрасни;18;999;18–99;a;≥ 18 години;1;0;Мажи;;;;NA;;570;RE μg / ден;;;750;RE μg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;"
Scientific Opinion on Dietary Reference Values for vitamin A";;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028;"Вредности се однесуваат на витамин А во форма на ретинол, ретинил естери и провитамин А каротеноиди.
RE: ретинол еквивалентни. Провитамин А каротеноидите имаат пониска биорасположивост од ретинолот. Со цел да се земат предвид овие разлики, RE е воведен и се дефинира како 1 мg RE = 1 мg на ретинол = 6 mg β-каротен = 12 мg од други каротеноиди со активност на провитамин А.";;;3000;RE μg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;"UL се однесува на витамин А како што е ретинолот или ретинил естерите.
Нема соодветни податоци за да се изведе UL за β-каротен. ";
Vitamins;Vitamin A;Витамин А;;Возрасни;Жени во предменопауза;18;59;18–59;a;18-59 години;0;1;Жени;;;;NA;;490;RE μg / ден;;;650;RE μg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;"
Scientific Opinion on Dietary Reference Values for vitamin A";;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028;"Вредности се однесуваат на витамин А во форма на ретинол, ретинил естери и провитамин А каротеноиди.
RE: ретинол еквивалентни. Провитамин А каротеноидите имаат пониска биорасположивост од ретинолот. Со цел да се земат предвид овие разлики, RE е воведен и се дефинира како 1 мg RE = 1 мg на ретинол = 6 mg β-каротен = 12 мg од други каротеноиди со активност на провитамин А.";;;3000;RE μg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;"UL се однесува на витамин А како што е ретинолот или ретинил естерите.
Нема соодветни податоци за да се изведе UL за β-каротен. ";
Vitamins;Vitamin A;Витамин А;;Возрасни;Жени во постменопауза;40;999;40–99;a;≥ 40 години;0;1;Жени;;;;NA;;490;RE μg / ден;;;650;RE μg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;"
Scientific Opinion on Dietary Reference Values for vitamin A";;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028;"Вредности се однесуваат на витамин А во форма на ретинол, ретинил естери и провитамин А каротеноиди.
RE: ретинол еквивалентни. Провитамин А каротеноидите имаат пониска биорасположивост од ретинолот. Со цел да се земат предвид овие разлики, RE е воведен и се дефинира како 1 мg RE = 1 мg на ретинол = 6 mg β-каротен = 12 мg од други каротеноиди со активност на провитамин А.";;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;"UL се однесува на витамин А како што е ретинолот или ретинил естерите.
Нема соодветни податоци за да се изведе UL за β-каротен. ";
Vitamins;Vitamin A;Витамин А;;Бремени жени;Бремени жени;18;60;18-60;a;≥ 18 години;0;1;Жени;;;;NA;;540;RE μg / ден;;;700;RE μg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;"
Scientific Opinion on Dietary Reference Values for vitamin A";;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028;"Вредности се однесуваат на витамин А во форма на ретинол, ретинил естери и провитамин А каротеноиди.
RE: ретинол еквивалентни. Провитамин А каротеноидите имаат пониска биорасположивост од ретинолот. Со цел да се земат предвид овие разлики, RE е воведен и се дефинира како 1 мg RE = 1 мg на ретинол = 6 mg β-каротен = 12 мg од други каротеноиди со активност на провитамин А.";;;3000;RE μg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;"UL се однесува на витамин А како што е ретинолот или ретинил естерите.
Нема соодветни податоци за да се изведе UL за β-каротен. ";
Vitamins;Vitamin A;Витамин А;;Доилки;Доилки;18;60;18-60;a;≥ 18 години;0;1;Жени;;;;NA;;1020;RE μg / ден;;;1300;RE μg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;"
Scientific Opinion on Dietary Reference Values for vitamin A";;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028;"Вредности се однесуваат на витамин А во форма на ретинол, ретинил естери и провитамин А каротеноиди.
RE: ретинол еквивалентни. Провитамин А каротеноидите имаат пониска биорасположивост од ретинолот. Со цел да се земат предвид овие разлики, RE е воведен и се дефинира како 1 мg RE = 1 мg на ретинол = 6 mg β-каротен = 12 мg од други каротеноиди со активност на провитамин А.";;;3000;RE μg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;"UL се однесува на витамин А како што е ретинолот или ретинил естерите.
Нема соодветни податоци за да се изведе UL за β-каротен. ";
Vitamins;Vitamin B6;Витамин Б6;;Доенчиња;Доенчиња;7;11;7–11;mo;7-11 месеци;1;1;Мажи/Жени;;;;0,3;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;"
Dietary Reference Values for vitamin B6";;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485;Вредностите се однесуваат на витамин Б6 во форма на пиридоксин, пиридоксал, пиридоксамин и нивните фосфорилизирани форми;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Vitamins;Vitamin B6;Витамин Б6;;Деца и адолесценти;Деца и адолесценти;1;3;1–3;a;1-3 години;1;1;Мажи/Жени;;;;NA;;0,5;mg / ден;;;0,6;mg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;"
Dietary Reference Values for vitamin B6";;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485;Вредностите се однесуваат на витамин Б6 во форма на пиридоксин, пиридоксал, пиридоксамин и нивните фосфорилизирани форми;;;5;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Vitamins;Vitamin B6;Витамин Б6;;Деца и адолесценти;Деца и адолесценти;4;6;4–6;a;4-6 години;1;1;Мажи/Жени;;;;NA;;0,6;mg / ден;;;0,7;mg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;"
Dietary Reference Values for vitamin B6";;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485;Вредностите се однесуваат на витамин Б6 во форма на пиридоксин, пиридоксал, пиридоксамин и нивните фосфорилизирани форми;;;7;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Vitamins;Vitamin B6;Витамин Б6;;Деца и адолесценти;Деца и адолесценти;7;10;7–10;a;7-10 години;1;1;Мажи/Жени;;;;NA;;0,9;mg / ден;;;1;mg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;"
Dietary Reference Values for vitamin B6";;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485;Вредностите се однесуваат на витамин Б6 во форма на пиридоксин, пиридоксал, пиридоксамин и нивните фосфорилизирани форми;;;10;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Vitamins;Vitamin B6;Витамин Б6;;Деца и адолесценти;Деца и адолесценти;11;14;11–14;a;11-14 години;1;1;Мажи/Жени;;;;NA;;1,2;mg / ден;;;1,4;mg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;"
Dietary Reference Values for vitamin B6";;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485;Вредностите се однесуваат на витамин Б6 во форма на пиридоксин, пиридоксал, пиридоксамин и нивните фосфорилизирани форми;;;15;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Vitamins;Vitamin B6;Витамин Б6;;Деца и адолесценти;Деца и адолесценти;15;17;15–17;a;15-17 години;1;0;Мажи;;;;NA;;1,5;mg / ден;;;1,7;mg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;"
Dietary Reference Values for vitamin B6";;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485;Вредностите се однесуваат на витамин Б6 во форма на пиридоксин, пиридоксал, пиридоксамин и нивните фосфорилизирани форми;;;20;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Vitamins;Vitamin B6;Витамин Б6;;Деца и адолесценти;Деца и адолесценти;15;17;15–17;a;15-17 години;0;1;Жени;;;;NA;;1,3;mg / ден;;;1,6;mg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;"
Dietary Reference Values for vitamin B6";;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485;Вредностите се однесуваат на витамин Б6 во форма на пиридоксин, пиридоксал, пиридоксамин и нивните фосфорилизирани форми;;;20;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Vitamins;Vitamin B6;Витамин Б6;;Возрасни;Возрасни;18;999;18–99;a;≥ 18 години;1;0;Мажи;;;;NA;;1,5;mg / ден;;;1,7;mg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;"
Dietary Reference Values for vitamin B6";;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485;Вредностите се однесуваат на витамин Б6 во форма на пиридоксин, пиридоксал, пиридоксамин и нивните фосфорилизирани форми;;;25;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Vitamins;Vitamin B6;Витамин Б6;;Возрасни;Возрасни;18;999;18–99;a;≥ 18 години;0;1;Жени;;;;NA;;1,3;mg / ден;;;1,6;mg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;"
Dietary Reference Values for vitamin B6";;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485;Вредностите се однесуваат на витамин Б6 во форма на пиридоксин, пиридоксал, пиридоксамин и нивните фосфорилизирани форми;;;25;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
