"Classification","Name","Translated","Forms","Target population","Target population Description","From Age","To Age","Age range","Age Unit","Age displayed","Male","Female","Lytis","SSI","SSI Unit","Additional information related to SSI results","Scientific Opinion SSI LINK","AIs","AIs Unit","ARs","ARs Unit","ARs alt","ARs alt Unit","PRIs","PRIs Unit","RI","RI Unit","YEAR","AUTHOR","Scientific Opinion on DRV","DOI","Scientific Opinion AR/PRI or AI or RI LINK","Additional information related to AR/PRI or AI or RI results","Additional information 2","Criteria used to set DRVs","UL","UL Unit","Scientific Opinion on the Tolerable Upper Intake Level ","Scientific Opinion UL LINK","Additional information related to UL results","Note for the webtool developer"
"Vitamins","Riboflavin","Riboflavinas",,"Kūdikiai","Kūdikiai","7","11","7–11","mo","7-11 mėnesių","1","1","Vyrai/Moterys",,,,,"0,4","mg/day","NA",,,,"NA",,"NA",,,,"Dietary reference values for riboflavin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2017.4919","Vertės yra susijusios su riboflavinu laisvo riboflavino, flavino mononukleotido ir flavino adenino dinukleotido pavidalu.",,,"ND",,,,"NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Riboflavin","Riboflavinas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","1","3","1–3","y","1-3 metai","1","1","Vyrai/Moterys",,,,,"NA",,"0,5","mg/day",,,"0,6","mg/day","NA",,,,"Dietary reference values for riboflavin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2017.4919","Vertės yra susijusios su riboflavinu laisvo riboflavino, flavino mononukleotido ir flavino adenino dinukleotido pavidalu.",,,"ND",,,,"NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Riboflavin","Riboflavinas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","4","6","4–6","y","4-6 metai","1","1","Vyrai/Moterys",,,,,"NA",,"0,6","mg/day",,,"0,7","mg/day","NA",,,,"Dietary reference values for riboflavin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2017.4919","Vertės yra susijusios su riboflavinu laisvo riboflavino, flavino mononukleotido ir flavino adenino dinukleotido pavidalu.",,,"ND",,,,"NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Riboflavin","Riboflavinas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","7","10","7–10","y","7-10 metų","1","1","Vyrai/Moterys",,,,,"NA",,"0,8","mg/day",,,"1","mg/day","NA",,,,"Dietary reference values for riboflavin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2017.4919","Vertės yra susijusios su riboflavinu laisvo riboflavino, flavino mononukleotido ir flavino adenino dinukleotido pavidalu.",,,"ND",,,,"NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Riboflavin","Riboflavinas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","11","14","11–14","y","11-14 metų","1","1","Vyrai/Moterys",,,,,"NA",,"1,1","mg/day",,,"1,4","mg/day","NA",,,,"Dietary reference values for riboflavin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2017.4919","Vertės yra susijusios su riboflavinu laisvo riboflavino, flavino mononukleotido ir flavino adenino dinukleotido pavidalu.",,,"ND",,,,"NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Riboflavin","Riboflavinas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","15","17","15–17","y","15-17 metų","1","1","Vyrai/Moterys",,,,,"NA",,"1,4","mg/day",,,"1,6","mg/day","NA",,,,"Dietary reference values for riboflavin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2017.4919","Vertės yra susijusios su riboflavinu laisvo riboflavino, flavino mononukleotido ir flavino adenino dinukleotido pavidalu.",,,"ND",,,,"NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Riboflavin","Riboflavinas",,"Suaugę","Suaugę","18","999","18–99","y","≥ 18 metų","1","1","Vyrai/Moterys",,,,,"NA",,"1,3","mg/day",,,"1,6","mg/day","NA",,,,"Dietary reference values for riboflavin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2017.4919","Vertės yra susijusios su riboflavinu laisvo riboflavino, flavino mononukleotido ir flavino adenino dinukleotido pavidalu.",,,"ND",,,,"NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Riboflavin","Riboflavinas",,"Nėščios moterys","Nėščios moterys","18","60","18-60","y","≥ 18 metų","0","1","Moterys",,,,,"NA",,"1,5","mg/day",,,"1,9","mg/day","NA",,,,"Dietary reference values for riboflavin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2017.4919","Vertės yra susijusios su riboflavinu laisvo riboflavino, flavino mononukleotido ir flavino adenino dinukleotido pavidalu.",,,"ND",,,,"NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Riboflavin","Riboflavinas",,"Žindančios moterys","Žindančios moterys","18","60","18-60","y","≥ 18 metų","0","1","Moterys",,,,,"NA",,"1,7","mg/day",,,"2","mg/day","NA",,,,"Dietary reference values for riboflavin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2017.4919","Vertės yra susijusios su riboflavinu laisvo riboflavino, flavino mononukleotido ir flavino adenino dinukleotido pavidalu.",,,"ND",,,,"NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Thiamin","Tiaminas",,"Kūdikiai","Kūdikiai","7","11","7–11","mo","7-11 mėnesių","1","1","Vyrai/Moterys",,,,,"NA",,"0,072","mg/MJ",,,"0,1","mg/MJ","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for thiamin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4653","Tiamino poreikis yra susijęs su energijos poreikiu, todėl yra išreiškiamas mg NE / MJ. Vertės, kurios išreiškiamos miligramais per dieną gali būti apskaičiuojamos pagal nagrinėjamos grupės energijos poreikį (EMST Dietinių produktų, mitybos ir alergijos specialistų darbo grupėje, 2013).",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Vitamins","Thiamin","Tiaminas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","1","3","1–3","y","1-3 metai","1","1","Vyrai/Moterys",,,,,"NA",,"0,072","mg/MJ",,,"0,1","mg/MJ","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for thiamin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4653","Tiamino poreikis yra susijęs su energijos poreikiu, todėl yra išreiškiamas mg NE / MJ. Vertės, kurios išreiškiamos miligramais per dieną gali būti apskaičiuojamos pagal nagrinėjamos grupės energijos poreikį (EMST Dietinių produktų, mitybos ir alergijos specialistų darbo grupėje, 2013).",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Thiamin","Tiaminas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","4","6","4–6","y","4-6 metai","1","1","Vyrai/Moterys",,,,,"NA",,"0,072","mg/MJ",,,"0,1","mg/MJ","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for thiamin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4653","Tiamino poreikis yra susijęs su energijos poreikiu, todėl yra išreiškiamas mg NE / MJ. Vertės, kurios išreiškiamos miligramais per dieną gali būti apskaičiuojamos pagal nagrinėjamos grupės energijos poreikį (EMST Dietinių produktų, mitybos ir alergijos specialistų darbo grupėje, 2013).",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Thiamin","Tiaminas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","7","10","7–10","y","7-10 metų","1","1","Vyrai/Moterys",,,,,"NA",,"0,072","mg/MJ",,,"0,1","mg/MJ","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for thiamin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4653","Tiamino poreikis yra susijęs su energijos poreikiu, todėl yra išreiškiamas mg NE / MJ. Vertės, kurios išreiškiamos miligramais per dieną gali būti apskaičiuojamos pagal nagrinėjamos grupės energijos poreikį (EMST Dietinių produktų, mitybos ir alergijos specialistų darbo grupėje, 2013).",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Thiamin","Tiaminas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","11","14","11–14","y","11-14 metų","1","1","Vyrai/Moterys",,,,,"NA",,"0,072","mg/MJ",,,"0,1","mg/MJ","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for thiamin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4653","Tiamino poreikis yra susijęs su energijos poreikiu, todėl yra išreiškiamas mg NE / MJ. Vertės, kurios išreiškiamos miligramais per dieną gali būti apskaičiuojamos pagal nagrinėjamos grupės energijos poreikį (EMST Dietinių produktų, mitybos ir alergijos specialistų darbo grupėje, 2013).",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Thiamin","Tiaminas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","15","17","15–17","y","15-17 metų","1","1","Vyrai/Moterys",,,,,"NA",,"0,072","mg/MJ",,,"0,1","mg/MJ","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for thiamin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4653","Tiamino poreikis yra susijęs su energijos poreikiu, todėl yra išreiškiamas mg NE / MJ. Vertės, kurios išreiškiamos miligramais per dieną gali būti apskaičiuojamos pagal nagrinėjamos grupės energijos poreikį (EMST Dietinių produktų, mitybos ir alergijos specialistų darbo grupėje, 2013).",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Thiamin","Tiaminas",,"Suaugę","Suaugę","18","999","18–99","y","≥ 18 metų","1","1","Vyrai/Moterys",,,,,"NA",,"0,072","mg/MJ",,,"0,1","mg/MJ","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for thiamin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4653","Tiamino poreikis yra susijęs su energijos poreikiu, todėl yra išreiškiamas mg NE / MJ. Vertės, kurios išreiškiamos miligramais per dieną gali būti apskaičiuojamos pagal nagrinėjamos grupės energijos poreikį (EMST Dietinių produktų, mitybos ir alergijos specialistų darbo grupėje, 2013).",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Thiamin","Tiaminas",,"Nėščios moterys","Nėščios moterys","18","60","18-60","y","≥ 18 metų","0","1","Moterys",,,,,"NA",,"0,072","mg/MJ",,,"0,1","mg/MJ","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for thiamin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4653","Tiamino poreikis yra susijęs su energijos poreikiu, todėl yra išreiškiamas mg NE / MJ. Vertės, kurios išreiškiamos miligramais per dieną gali būti apskaičiuojamos pagal nagrinėjamos grupės energijos poreikį (EMST Dietinių produktų, mitybos ir alergijos specialistų darbo grupėje, 2013).",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Thiamin","Tiaminas",,"Žindančios moterys","Žindančios moterys","18","60","18-60","y","≥ 18 metų","0","1","Moterys",,,,,"NA",,"0,072","mg/MJ",,,"0,1","mg/MJ","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for thiamin",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4653","Tiamino poreikis yra susijęs su energijos poreikiu, todėl yra išreiškiamas mg NE / MJ. Vertės, kurios išreiškiamos miligramais per dieną gali būti apskaičiuojamos pagal nagrinėjamos grupės energijos poreikį (EMST Dietinių produktų, mitybos ir alergijos specialistų darbo grupėje, 2013).",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Vitamin A","Vitaminas A",,"Kūdikiai","Kūdikiai","7","11","7–11","mo","7-11 mėnesių","1","1","Vyrai/Moterys",,,,,"NA",,"190","μg RE/day",,,"250","μg RE/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for vitamin A",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028","Vertės yra susijusios su vitaminu A retinolio, retinilo esterių ir A provitamino karotinoidų pavidalu.
RE: retinolio ekvivalentas. Provitamino A karotinoidų biologinis įsisavinimas yra žemesnis nei retinolio. Siekiant atsižvelgti į šiuos skirtumus, buvo įvestas retinolio ekvivalentas. Jis apibrėžiamas taip: 1 μg RE = 1 μg retinolio = 6 μg β-karoteno = 12 μg kitų karotenoidų, pasižyminčių provitamino A aktyvumu. ",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Vitamins","Vitamin A","Vitaminas A",,"Vaikai ir paaugliai","Vaikai ir paaugliai","1","3","1–3","y","1-3 metai","1","1","Vyrai/Moterys",,,,,"NA",,"205","μg RE/day",,,"250","μg RE/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for vitamin A",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028","Vertės yra susijusios su vitaminu A retinolio, retinilo esterių ir A provitamino karotinoidų pavidalu.
RE: retinolio ekvivalentas. Provitamino A karotinoidų biologinis įsisavinimas yra žemesnis nei retinolio. Siekiant atsižvelgti į šiuos skirtumus, buvo įvestas retinolio ekvivalentas. Jis apibrėžiamas taip: 1 μg RE = 1 μg retinolio = 6 μg β-karoteno = 12 μg kitų karotenoidų, pasižyminčių provitamino A aktyvumu. ",,,"800","μg RE/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","Leistinos viršutinės suvartojimo ribos  vertė yra taikoma vitaminui A retinolio arba retinilo esterių pavidalu. 
Nėra tinkamų duomenų, kuriais pasinaudojant galima būtų gauti leistinos viršutinės suvartojimo ribos vertę β-karotenui.",
"Vitamins","Vitamin A","Vitaminas A",,"Vaikai ir paaugliai","Vaikai ir paaugliai","4","6","4–6","y","4-6 metai","1","1","Vyrai/Moterys",,,,,"NA",,"245","μg RE/day",,,"300","μg RE/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for vitamin A",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028","Vertės yra susijusios su vitaminu A retinolio, retinilo esterių ir A provitamino karotinoidų pavidalu.
RE: retinolio ekvivalentas. Provitamino A karotinoidų biologinis įsisavinimas yra žemesnis nei retinolio. Siekiant atsižvelgti į šiuos skirtumus, buvo įvestas retinolio ekvivalentas. Jis apibrėžiamas taip: 1 μg RE = 1 μg retinolio = 6 μg β-karoteno = 12 μg kitų karotenoidų, pasižyminčių provitamino A aktyvumu. ",,,"1100","μg RE/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","Leistinos viršutinės suvartojimo ribos  vertė yra taikoma vitaminui A retinolio arba retinilo esterių pavidalu. 
Nėra tinkamų duomenų, kuriais pasinaudojant galima būtų gauti leistinos viršutinės suvartojimo ribos vertę β-karotenui.",
"Vitamins","Vitamin A","Vitaminas A",,"Vaikai ir paaugliai","Vaikai ir paaugliai","7","10","7–10","y","7-10 metų","1","1","Vyrai/Moterys",,,,,"NA",,"320","μg RE/day",,,"400","μg RE/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for vitamin A",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028","Vertės yra susijusios su vitaminu A retinolio, retinilo esterių ir A provitamino karotinoidų pavidalu.
RE: retinolio ekvivalentas. Provitamino A karotinoidų biologinis įsisavinimas yra žemesnis nei retinolio. Siekiant atsižvelgti į šiuos skirtumus, buvo įvestas retinolio ekvivalentas. Jis apibrėžiamas taip: 1 μg RE = 1 μg retinolio = 6 μg β-karoteno = 12 μg kitų karotenoidų, pasižyminčių provitamino A aktyvumu. ",,,"1500","μg RE/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","Leistinos viršutinės suvartojimo ribos  vertė yra taikoma vitaminui A retinolio arba retinilo esterių pavidalu. 
Nėra tinkamų duomenų, kuriais pasinaudojant galima būtų gauti leistinos viršutinės suvartojimo ribos vertę β-karotenui.",
"Vitamins","Vitamin A","Vitaminas A",,"Vaikai ir paaugliai","Vaikai ir paaugliai","11","14","11–14","y","11-14 metų","1","1","Vyrai/Moterys",,,,,"NA",,"480","μg RE/day",,,"600","μg RE/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for vitamin A",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028","Vertės yra susijusios su vitaminu A retinolio, retinilo esterių ir A provitamino karotinoidų pavidalu.
RE: retinolio ekvivalentas. Provitamino A karotinoidų biologinis įsisavinimas yra žemesnis nei retinolio. Siekiant atsižvelgti į šiuos skirtumus, buvo įvestas retinolio ekvivalentas. Jis apibrėžiamas taip: 1 μg RE = 1 μg retinolio = 6 μg β-karoteno = 12 μg kitų karotenoidų, pasižyminčių provitamino A aktyvumu. ",,,"2000","μg RE/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","Leistinos viršutinės suvartojimo ribos  vertė yra taikoma vitaminui A retinolio arba retinilo esterių pavidalu. 
Nėra tinkamų duomenų, kuriais pasinaudojant galima būtų gauti leistinos viršutinės suvartojimo ribos vertę β-karotenui.",
"Vitamins","Vitamin A","Vitaminas A",,"Vaikai ir paaugliai","Vaikai ir paaugliai","15","17","15–17","y","15-17 metų","1","0","Vyrai",,,,,"NA",,"580","μg RE/day",,,"750","μg RE/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for vitamin A",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028","Vertės yra susijusios su vitaminu A retinolio, retinilo esterių ir A provitamino karotinoidų pavidalu.
RE: retinolio ekvivalentas. Provitamino A karotinoidų biologinis įsisavinimas yra žemesnis nei retinolio. Siekiant atsižvelgti į šiuos skirtumus, buvo įvestas retinolio ekvivalentas. Jis apibrėžiamas taip: 1 μg RE = 1 μg retinolio = 6 μg β-karoteno = 12 μg kitų karotenoidų, pasižyminčių provitamino A aktyvumu. ",,,"2600","μg RE/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","Leistinos viršutinės suvartojimo ribos  vertė yra taikoma vitaminui A retinolio arba retinilo esterių pavidalu. 
Nėra tinkamų duomenų, kuriais pasinaudojant galima būtų gauti leistinos viršutinės suvartojimo ribos vertę β-karotenui.",
"Vitamins","Vitamin A","Vitaminas A",,"Vaikai ir paaugliai","Vaikai ir paaugliai","15","17","15–17","y","15-17 metų","0","1","Moterys",,,,,"NA",,"490","μg RE/day",,,"650","μg RE/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for vitamin A",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028","Vertės yra susijusios su vitaminu A retinolio, retinilo esterių ir A provitamino karotinoidų pavidalu.
RE: retinolio ekvivalentas. Provitamino A karotinoidų biologinis įsisavinimas yra žemesnis nei retinolio. Siekiant atsižvelgti į šiuos skirtumus, buvo įvestas retinolio ekvivalentas. Jis apibrėžiamas taip: 1 μg RE = 1 μg retinolio = 6 μg β-karoteno = 12 μg kitų karotenoidų, pasižyminčių provitamino A aktyvumu. ",,,"2600","μg RE/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","Leistinos viršutinės suvartojimo ribos  vertė yra taikoma vitaminui A retinolio arba retinilo esterių pavidalu. 
Nėra tinkamų duomenų, kuriais pasinaudojant galima būtų gauti leistinos viršutinės suvartojimo ribos vertę β-karotenui.",
"Vitamins","Vitamin A","Vitaminas A",,"Suaugę","Suaugę","18","999","18–99","y","≥ 18 metų","1","0","Vyrai",,,,,"NA",,"570","μg RE/day",,,"750","μg RE/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for vitamin A",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028","Vertės yra susijusios su vitaminu A retinolio, retinilo esterių ir A provitamino karotinoidų pavidalu.
RE: retinolio ekvivalentas. Provitamino A karotinoidų biologinis įsisavinimas yra žemesnis nei retinolio. Siekiant atsižvelgti į šiuos skirtumus, buvo įvestas retinolio ekvivalentas. Jis apibrėžiamas taip: 1 μg RE = 1 μg retinolio = 6 μg β-karoteno = 12 μg kitų karotenoidų, pasižyminčių provitamino A aktyvumu. ",,,"3000","μg RE/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","Leistinos viršutinės suvartojimo ribos  vertė yra taikoma vitaminui A retinolio arba retinilo esterių pavidalu. 
Nėra tinkamų duomenų, kuriais pasinaudojant galima būtų gauti leistinos viršutinės suvartojimo ribos vertę β-karotenui.",
"Vitamins","Vitamin A","Vitaminas A",,"Suaugę","Moterys iki menopauzės","18","59","18–59","y","18-59 metų","0","1","Moterys",,,,,"NA",,"490","μg RE/day",,,"650","μg RE/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for vitamin A",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028","Vertės yra susijusios su vitaminu A retinolio, retinilo esterių ir A provitamino karotinoidų pavidalu.
RE: retinolio ekvivalentas. Provitamino A karotinoidų biologinis įsisavinimas yra žemesnis nei retinolio. Siekiant atsižvelgti į šiuos skirtumus, buvo įvestas retinolio ekvivalentas. Jis apibrėžiamas taip: 1 μg RE = 1 μg retinolio = 6 μg β-karoteno = 12 μg kitų karotenoidų, pasižyminčių provitamino A aktyvumu. ",,,"3000","μg RE/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","Leistinos viršutinės suvartojimo ribos  vertė yra taikoma vitaminui A retinolio arba retinilo esterių pavidalu. 
Nėra tinkamų duomenų, kuriais pasinaudojant galima būtų gauti leistinos viršutinės suvartojimo ribos vertę β-karotenui.",
"Vitamins","Vitamin A","Vitaminas A",,"Suaugę","Moterys po menopauzės","40","999","40-99","y","≥ 40 metų","0","1","Moterys",,,,,"NA",,"490","μg RE/day",,,"650","μg RE/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for vitamin A",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028","Vertės yra susijusios su vitaminu A retinolio, retinilo esterių ir A provitamino karotinoidų pavidalu.
RE: retinolio ekvivalentas. Provitamino A karotinoidų biologinis įsisavinimas yra žemesnis nei retinolio. Siekiant atsižvelgti į šiuos skirtumus, buvo įvestas retinolio ekvivalentas. Jis apibrėžiamas taip: 1 μg RE = 1 μg retinolio = 6 μg β-karoteno = 12 μg kitų karotenoidų, pasižyminčių provitamino A aktyvumu. ",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","Leistinos viršutinės suvartojimo ribos vertė suaugusiems netaikoma moterims  postmenopauziniu laikotarpiu.
Nėra tinkamų duomenų, kuriais pasinaudojant galima būtų gauti leistinos viršutinės suvartojimo ribos vertę β-karotenui.",
"Vitamins","Vitamin A","Vitaminas A",,"Nėščios moterys","Nėščios moterys","18","60","18-60","y","≥ 18 metų","0","1","Moterys",,,,,"NA",,"540","μg RE/day",,,"700","μg RE/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for vitamin A",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028","Vertės yra susijusios su vitaminu A retinolio, retinilo esterių ir A provitamino karotinoidų pavidalu.
RE: retinolio ekvivalentas. Provitamino A karotinoidų biologinis įsisavinimas yra žemesnis nei retinolio. Siekiant atsižvelgti į šiuos skirtumus, buvo įvestas retinolio ekvivalentas. Jis apibrėžiamas taip: 1 μg RE = 1 μg retinolio = 6 μg β-karoteno = 12 μg kitų karotenoidų, pasižyminčių provitamino A aktyvumu. ",,,"3000","μg RE/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","Leistinos viršutinės suvartojimo ribos  vertė yra taikoma vitaminui A retinolio arba retinilo esterių pavidalu. 
Nėra tinkamų duomenų, kuriais pasinaudojant galima būtų gauti leistinos viršutinės suvartojimo ribos vertę β-karotenui.",
